,SONG_ID,SONG_TITLE,happy,sad,relaxed,angry,pred
314,34190739,나는 트로트가 싫어요,0.558475,0.06790914,0.29555103,0.07806487,0
315,34298499,리무진 (Feat. MINO) (Prod. GRAY),0.0899932,0.14951935,0.72791976,0.032567844,2
316,34331506,불협화음 (Feat. AKMU) (Prod. GRAY),0.18252045,0.09533171,0.62226003,0.099887766,2
317,34349913,ELEVEN,0.71880245,0.10501197,0.07297717,0.10320842,0
318,34481968,죽을 만큼 아파서 (Feat. JAMIE (제이미)),0.40026194,0.054386634,0.4639278,0.081423804,2
319,34535898,호랑수월가,0.0798513,0.6659663,0.18465912,0.06952321,1
320,34538515,SMILEY (Feat. BIBI),0.52836,0.0027643037,0.3128339,0.15604182,0
321,34626109,INVU,0.2541116,0.14335367,0.5783001,0.024234496,2
322,34754292,TOMBOY,0.49755442,0.020686481,0.43016297,0.0515962,0
323,34772475,Feel My Rhythm,0.5965154,0.1269414,0.043857913,0.23268509,0
324,34787226,내가 아니라도,0.1210756,0.49219245,0.24737704,0.13935506,1
325,34845949,봄여름가을겨울 (Still Life),0.02072211,0.42386383,0.35649988,0.19891414,1
326,34847378,LOVE DIVE,0.6900558,0.0073528243,0.2485787,0.054012638,0
327,34864406,That's Hilarious,0.065009974,0.37741688,0.54808235,0.0094908755,2
328,34875621,LOVE me,0.3446574,0.18977502,0.3084422,0.15712534,0
329,34927767,정이라고 하자 (Feat. 10CM),0.045713615,0.20213711,0.7231875,0.028961599,2
330,34943312,나의 X에게,0.048976816,0.35330248,0.56932074,0.028400049,2
331,34997078,That That (prod. & feat. SUGA of BTS),0.21296516,0.0015786717,0.7811994,0.0042567807,2
332,35005252,VIVA청춘,0.13415253,0.2011003,0.47717452,0.18757279,2
333,35009233,FEARLESS,0.18394214,0.008520564,0.7996854,0.00785173,2
334,35272034,불타오르네 (FIRE),0.69076824,0.059424102,0.1429967,0.10681105,0
335,35272043,DNA,0.45014054,0.1422123,0.2398268,0.1678204,0
336,35333345,POP!,0.8431055,0.0012794726,0.13781856,0.017796699,0
